"token","staff_token","t1","t2","t3","dsq1_qbtitle","dsq1_qbid","dsq1_qbresp","dsq2_qbtitle","dsq2_qbid","dsq2_qbresp","dsq3_qbtitle","dsq3_qbid","dsq3_qbresp","t5c","t6c","t7","t7_comments_qpresp","t4","q21_average_question_score_average_question_score","mod_subjectid","mod_class_id","mod_class_name","mod_transformed","mod_term","mod_evaluation_start_date","mod_evaluation_end_date","mod_ay","mod_sem","mod_rptterm","mod_module_code","mod_activity_code","mod_activity_type","mod_class_no","mod_activity_code_report","mod_rpt_activity_type","mod_module_name","mod_crseid","mod_faculty_code","mod_faculty","mod_dept_code","mod_department","mod_evaluate_class_option","mod_year_long_module","mod_level","mod_rptfaccd","mod_rptfacdesc","mod_dept_average_by_activity","mod_rptdeptavgactivitydesc","mod_dept_average_by_activity_and_level","mod_rptdeptavgactivitylvldesc","mod_faculty_average_by_activity","mod_rptfacavgactivitydesc","mod_faculty_average_by_activity_and_level","mod_rptfacavgactivitylvldesc","mod_isismoddeptcd","mod_isismodfaccd","mod_merge_classid","mod_common_name","mod_is_prime"
"10340_1141","86373_50","5","2","1","","","","","","","","","","Good text 1","","1","Awesome text 1","","","","MA1102R","Southeast Asia: A Changing Region","","1020","","","10","2","1020","4521","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10340_1141","3248_18","3","4","5","","","","","","","","","","Good text 10","Bad text 4","0","","","","","ST2131","Cell Biology","","1020","","","10","2","1020","1610","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10370_1985","26154_42","5","4","3","","","","","","","","","","Good text 5","Bad text 2","0","","","","","MA1101R","Making Sense of Society","","1510","","","15","1","1510","1071","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10370_1985","78916_23","5","5","4","","","","","","","","","","Good text 5","Bad text 8","1","","","","","DSC2003","Organic Chemistry 2","","1510","","","15","1","1510","1017","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10370_1985","8920_41","3","5","3","","","","","","","","","","Good text 3","Bad text 1","0","Awesome text 2","","","","SC2205","Asian Markets And Marketing Management","","1510","","","15","1","1510","1218","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10370_1985","60520_82","4","2","1","","","","","","","","","","Good text 10","Bad text 2","0","","","","","MDG5108","PROPERTY AND FACILITIES MANAGEMENT","","1510","","","15","1","1510","1071","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10370_1985","74983_38","1","5","4","","","","","","","","","","Good text 6","","1","","","","","CFG1010","Engineering Professionalism","","1510","","","15","1","1510","1092","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10370_1985","54053_64","2","3","2","","","","","","","","","","Good text 5","Bad text 11","1","","","","","MNO1001","Finance","","1510","","","15","1","1510","1686","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10370_1985","20072_53","1","1","3","","","","","","","","","","Good text 11","Bad text 9","1","","","","","EC3361","Thai 1","","1510","","","15","1","1510","1508","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047_1971","94037_65","3","1","2","","","","","","","","","","Good text 1","Bad text 1","1","Awesome text 4","","","","ME2121","Introduction to Computer Networks","","910","","","9","1","910","1627","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047_1971","61995_86","1","1","4","","","","","","","","","","Good text 5","Bad text 3","1","Awesome text 11","","","","GES1028","Introduction to Electricity & Magnetism","","910","","","9","1","910","15554","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047_1971","34047_7","1","1","4","","","","","","","","","","Good text 8","Bad text 8","1","","","","","SSA2209","B.Tech. Dissertation","","910","","","9","1","910","1051","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047_1971","23831_37","1","4","5","","","","","","","","","","Good text 13","Bad text 13","1","","","","","ES1531","Computer Graphics","","910","","","9","1","910","1044","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047_1971","84608_59","5","1","1","","","","","","","","","","Good text 7","Bad text 2","1","Awesome text 5","","","","PR2102","Project Scheduling and Control","","910","","","9","1","910","1080","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047_1971","65145_49","4","5","3","","","","","","","","","","Good text 4","","0","","","","","CN3421","Mathematical Statistics","","910","","","9","1","910","1144","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047_1971","92864_39","2","1","4","","","","","","","","","","Good text 9","Bad text 11","1","Awesome text 11","","","","FIN2004","Singapore Society","","910","","","9","1","910","1604","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10479_1265","1194_43","4","1","5","","","","","","","","","","","Bad text 12","1","Awesome text 1","","","","ST2132","Econometrics II","","1420","","","14","2","1420","1510","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10479_1265","23909_25","2","2","1","","","","","","","","","","Good text 8","Bad text 9","1","Awesome text 3","","","","PR3102","Understanding and Critiquing Sustainability","","1420","","","14","2","1420","4253","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10479_1265","79579_4","2","2","3","","","","","","","","","","Good text 13","Bad text 10","0","Awesome text 2","","","","DP1001","Mathematics I","","1420","","","14","2","1420","1989","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10479_1265","90105_1","5","5","5","","","","","","","","","","","Bad text 10","0","","","","","EC3303","Bahasa Indonesia 1","","1420","","","14","2","1420","1029","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10479_1265","14977_32","2","3","4","","","","","","","","","","Good text 8","Bad text 11","0","Awesome text 2","","","","ES1000","Real-Time Operating Systems","","1420","","","14","2","1420","1264","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10479_1265","5675_89","3","1","1","","","","","","","","","","Good text 5","Bad text 4","1","Awesome text 3","","","","LAJ2202","Mechanics of Materials","","1420","","","14","2","1420","1398","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10479_1265","31684_9","3","3","5","","","","","","","","","","Good text 8","Bad text 5","1","Awesome text 1","","","","ACC2002","Introduction to Economic Analysis","","1420","","","14","2","1420","1275","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057_913","21190_21","2","3","5","","","","","","","","","","Good text 4","Bad text 6","0","","","","","GEM2901","Heat Transfer","","610","","","6","1","610","1027","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057_913","24193_5","4","1","5","","","","","","","","","","Good text 9","Bad text 10","0","","","","","GEK1511","Employee Management In Singapore","","610","","","6","1","610","1791","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057_913","99942_75","3","2","3","","","","","","","","","","","Bad text 13","1","Awesome text 7","","","","CS3230","Real Estate Finance","","610","","","6","1","610","1355","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057_913","44771_57","2","3","1","","","","","","","","","","Good text 5","Bad text 10","0","Awesome text 7","","","","ME2142","Fundamentals of Physics II","","610","","","6","1","610","1690","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057_913","68145_64","2","2","5","","","","","","","","","","Good text 3","Bad text 4","1","Awesome text 5","","","","CS1010E","Principles of Marketing","","610","","","6","1","610","3960","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057_913","97479_68","2","3","5","","","","","","","","","","","Bad text 5","0","Awesome text 12","","","","LSM1102","Discrete Structures","","610","","","6","1","610","1036","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057_913","77129_45","1","2","3","","","","","","","","","","Good text 11","Bad text 1","1","","","","","PL2131","Molecular Genetics","","610","","","6","1","610","6155","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","15158_20","1","4","5","","","","","","","","","","Good text 10","Bad text 13","1","Awesome text 11","","","","CM1502","Living with Mathematics","","1210","","","12","1","1210","15556","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","18603_31","4","2","5","","","","","","","","","","Good text 4","Bad text 5","0","","","","","MA1101R","Making Sense of Society","","1210","","","12","1","1210","1885","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","63374_39","2","2","1","","","","","","","","","","Good text 11","Bad text 9","0","","","","","LSM1101","Communications, New Media and Society","","1210","","","12","1","1210","1005","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","15550_67","3","4","4","","","","","","","","","","Good text 6","Bad text 10","0","","","","","PL2132","Writing Academically: Arts and Social Sciences","","1210","","","12","1","1210","1048","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","61021_62","2","2","1","","","","","","","","","","Good text 13","","0","Awesome text 4","","","","CE3116","Physicochemical Principles of Drug Action","","1210","","","12","1","1210","1773","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","84949_2","5","2","4","","","","","","","","","","Good text 11","Bad text 3","1","Awesome text 5","","","","PF1102","Mathematical Analysis II","","1210","","","12","1","1210","1627","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","44498_91","4","1","3","","","","","","","","","","Good text 10","Bad text 3","1","Awesome text 7","","","","PC1143","Medical-Surgical Nursing I","","1210","","","12","1","1210","1290","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10636_380","4454_12","1","4","2","","","","","","","","","","Good text 1","Bad text 1","1","Awesome text 11","","","","FAS1102","Introduction to Computing","","1210","","","12","1","1210","1003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10705_1514","56375_76","2","4","5","","","","","","","","","","Good text 5","Bad text 3","0","","","","","LSM2103","Introduction to Politics","","1310","","","13","1","1310","1893","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10705_1514","74989_0","1","4","2","","","","","","","","","","Good text 3","Bad text 5","1","","","","","JS1101E","Software Engineering","","1310","","","13","1","1310","1247","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10705_1514","85175_96","4","5","5","","","","","","","","","","Good text 5","Bad text 5","0","Awesome text 1","","","","ME2121","Introduction to Computer Networks","","1310","","","13","1","1310","1510","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10705_1514","4362_64","2","2","1","","","","","","","","","","Good text 12","Bad text 7","0","","","","","EG1413","Introduction to Operating Systems","","1310","","","13","1","1310","1375","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10705_1514","60012_98","5","4","3","","","","","","","","","","Good text 12","Bad text 3","1","Awesome text 2","","","","AR2101","Pharmaceutical Microbiology","","1310","","","13","1","1310","1044","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10705_1514","40794_13","5","2","1","","","","","","","","","","","Bad text 9","1","Awesome text 12","","","","CE3115","Introduction To Biomaterials","","1310","","","13","1","1310","1422","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
