token,m1,m2,m3,m4c,m5c,mlo1_qbtitle,mlo1_qbid,mlo1_qbresp,mlo2_qbtitle,mlo2_qbid,mlo2_qbresp,mlo3_qbtitle,mlo3_qbid,mlo3_qbresp,mlo4_qbtitle,mlo4_qbid,mlo4_qbresp,mlo5_qbtitle,mlo5_qbid,mlo5_qbresp,mlo6_qbtitle,mlo6_qbid,mlo6_qbresp,mlo7_qbtitle,mlo7_qbid,mlo7_qbresp,mod_subjectid,mod_class_id,mod_class_name,mod_transformed,mod_term,mod_evaluation_start_date,mod_evaluation_end_date,mod_ay,mod_sem,mod_rptterm,mod_module_code,mod_activity_code,mod_activity_type,mod_class_no,mod_activity_code_report,mod_rpt_activity_type,mod_module_name,mod_crseid,mod_faculty_code,mod_faculty,mod_dept_code,mod_department,mod_evaluate_class_option,mod_year_long_module,mod_level,mod_rptfaccd,mod_rptfacdesc,mod_dept_average_by_activity,mod_rptdeptavgactivitydesc,mod_dept_average_by_activity_and_level,mod_rptdeptavgactivitylvldesc,mod_faculty_average_by_activity,mod_rptfacavgactivitydesc,mod_faculty_average_by_activity_and_level,mod_rptfacavgactivitylvldesc,mod_isismoddeptcd,mod_isismodfaccd,mod_merge_classid,mod_common_name
10370_1985,1,3,1,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,DSC2003,Organic Chemistry 2,,1510,,,15,1,1510,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370_1985,2,5,2,Good text 5,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,SC2205,Asian Markets And Marketing Management,,1510,,,15,1,1510,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370_1985,4,4,1,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,MDG5108,PROPERTY AND FACILITIES MANAGEMENT,,1510,,,15,1,1510,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370_1985,1,2,1,Good text 1,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CFG1010,Engineering Professionalism,,1510,,,15,1,1510,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370_1985,3,5,3,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,MNO1001,Finance,,1510,,,15,1,1510,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370_1985,3,2,1,Good text 5,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EC3361,Thai 1,,1510,,,15,1,1510,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047_1971,5,4,1,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,ME2121,Introduction to Computer Networks,,910,,,9,1,910,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047_1971,3,3,2,Good text 5,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GES1028,Introduction to Electricity & Magnetism,,910,,,9,1,910,15554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047_1971,1,5,2,Good text 5,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,SSA2209,B.Tech. Dissertation,,910,,,9,1,910,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047_1971,4,2,4,Good text 8,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,ES1531,Computer Graphics,,910,,,9,1,910,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047_1971,2,3,2,Good text 7,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,PR2102,Project Scheduling and Control,,910,,,9,1,910,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047_1971,4,1,3,Good text 4,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CN3421,Mathematical Statistics,,910,,,9,1,910,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047_1971,3,3,1,Good text 9,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,FIN2004,Singapore Society,,910,,,9,1,910,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479_1265,4,3,2,Good text 6,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,ST2132,Econometrics II,,1420,,,14,2,1420,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479_1265,4,1,1,Good text 7,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,PR3102,Understanding and Critiquing Sustainability,,1420,,,14,2,1420,4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479_1265,5,3,3,Good text 12,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,DP1001,Mathematics I,,1420,,,14,2,1420,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479_1265,5,1,3,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,EC3303,Bahasa Indonesia 1,,1420,,,14,2,1420,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479_1265,5,3,1,Good text 8,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,ES1000,Real-Time Operating Systems,,1420,,,14,2,1420,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479_1265,1,3,4,Good text 11,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,LAJ2202,Mechanics of Materials,,1420,,,14,2,1420,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479_1265,3,2,5,Good text 5,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ACC2002,Introduction to Economic Analysis,,1420,,,14,2,1420,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057_913,2,5,1,,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,GEM2901,Heat Transfer,,610,,,6,1,610,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057_913,2,1,1,Good text 5,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,GEK1511,Employee Management In Singapore,,610,,,6,1,610,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057_913,5,2,3,Good text 1,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS3230,Real Estate Finance,,610,,,6,1,610,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057_913,5,1,1,Good text 8,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,ME2142,Fundamentals of Physics II,,610,,,6,1,610,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057_913,1,5,3,Good text 9,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CS1010E,Principles of Marketing,,610,,,6,1,610,3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057_913,2,4,5,Good text 9,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM1102,Discrete Structures,,610,,,6,1,610,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057_913,3,4,2,Good text 2,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PL2131,Molecular Genetics,,610,,,6,1,610,6155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,4,1,2,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CM1502,Living with Mathematics,,1210,,,12,1,1210,15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,1,1,3,Good text 4,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1210,,,12,1,1210,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,5,5,3,Good text 8,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,LSM1101,"Communications, New Media and Society",,1210,,,12,1,1210,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,2,3,5,Good text 3,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,PL2132,Writing Academically: Arts and Social Sciences,,1210,,,12,1,1210,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,5,4,5,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,CE3116,Physicochemical Principles of Drug Action,,1210,,,12,1,1210,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,1,3,3,Good text 10,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PF1102,Mathematical Analysis II,,1210,,,12,1,1210,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,3,1,4,Good text 13,,,,,,,,,,,,,,,,,,,,,,,,PC1143,Medical-Surgical Nursing I,,1210,,,12,1,1210,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636_380,3,3,2,,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,FAS1102,Introduction to Computing,,1210,,,12,1,1210,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705_1514,2,3,2,Good text 9,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM2103,Introduction to Politics,,1310,,,13,1,1310,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705_1514,3,4,2,Good text 9,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,JS1101E,Software Engineering,,1310,,,13,1,1310,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705_1514,4,3,1,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,ME2121,Introduction to Computer Networks,,1310,,,13,1,1310,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705_1514,3,3,4,Good text 8,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,EG1413,Introduction to Operating Systems,,1310,,,13,1,1310,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705_1514,1,3,1,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,AR2101,Pharmaceutical Microbiology,,1310,,,13,1,1310,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705_1514,5,5,1,,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,CE3115,Introduction To Biomaterials,,1310,,,13,1,1310,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705_1514,3,4,5,Good text 6,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EG1413,Introduction to Operating Systems,,1310,,,13,1,1310,8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,4,2,2,,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CS1010E,Principles of Marketing,,740,,,7,4,740,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,4,1,1,Good text 11,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,GEK1521,Professional Communication,,740,,,7,4,740,3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,4,5,5,Good text 10,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,LAB2201,B. Eng. Dissertation,,740,,,7,4,740,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,1,1,5,Good text 8,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,PC1432,Japanese 1,,740,,,7,4,740,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,4,2,4,Good text 4,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LC1004,Asia and the Modern World,,740,,,7,4,740,15258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,3,3,3,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,DP1001,Mathematics I,,740,,,7,4,740,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,5,2,4,Good text 5,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,740,,,7,4,740,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737_614,4,3,4,Good text 3,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,BSP1005,Physics IIE,,740,,,7,4,740,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755_979,2,4,2,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EC1101E,Changing Landscapes of Singapore,,1410,,,14,1,1410,1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755_979,2,5,4,Good text 5,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EC1101E,Changing Landscapes of Singapore,,1410,,,14,1,1410,15258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755_979,3,3,5,Good text 2,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,EC2102,Understanding the Universe,,1410,,,14,1,1410,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755_979,2,3,1,Good text 12,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,EC1101E,Changing Landscapes of Singapore,,1410,,,14,1,1410,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755_979,3,5,3,Good text 9,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GEQ1000,Operations Management,,1410,,,14,1,1410,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755_979,2,2,5,Good text 13,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,AR2223,Anatomy,,1410,,,14,1,1410,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755_979,2,5,5,Good text 2,,,,,,,,,,,,,,,,,,,,,,,,GEK1519,Multivariable Calculus,,1410,,,14,1,1410,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780_1371,3,5,2,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,MS1102E,University Scholars Seminar,,1810,,,18,1,1810,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780_1371,5,2,4,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,FAS1102,Introduction to Computing,,1810,,,18,1,1810,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780_1371,2,2,4,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CN2125,Microbiology,,1810,,,18,1,1810,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780_1371,1,4,4,Good text 2,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,NM3217,Infrastructure & The Environment,,1810,,,18,1,1810,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780_1371,1,3,5,Good text 11,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,GEK1511,Employee Management In Singapore,,1810,,,18,1,1810,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780_1371,5,4,4,Good text 1,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA1505,Quantitative Reasoning,,1810,,,18,1,1810,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780_1371,2,5,1,Good text 9,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1810,,,18,1,1810,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808_1599,2,1,2,Good text 4,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,EE6999,The Biophysical Environment of Singapore,,1610,,,16,1,1610,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808_1599,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,LSM1101,"Communications, New Media and Society",,1610,,,16,1,1610,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808_1599,5,3,3,Good text 5,,,,,,,,,,,,,,,,,,,,,,,,MKT1003,Management And Organisation,,1610,,,16,1,1610,7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808_1599,1,3,4,,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CS1010S,Law Of Contract,,1610,,,16,1,1610,9957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808_1599,4,5,3,Good text 11,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CN4122,Industrial Organisation I,,1610,,,16,1,1610,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808_1599,5,1,3,Good text 3,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,GES1003,Complex Analysis I,,1610,,,16,1,1610,8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808_1599,5,4,3,Good text 2,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,EE2005,Cosmetics & Perfumes,,1610,,,16,1,1610,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,2,4,3,Good text 4,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,SE1101E,Asian Business Environments,,1510,,,15,1,1510,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,1,5,3,Good text 11,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM2102,Biodiversity,,1510,,,15,1,1510,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,2,5,2,Good text 10,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GEK1045,Molecular Cell Biology,,1510,,,15,1,1510,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,3,1,4,Good text 9,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,ST1232,Microeconomic Analysis I,,1510,,,15,1,1510,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,5,4,1,Good text 10,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,CM1111,Design Project,,1510,,,15,1,1510,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,3,1,3,Good text 4,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LAJ1201,DOCTORAL SEMINARS,,1510,,,15,1,1510,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,4,1,5,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA2214,Dissertation,,1510,,,15,1,1510,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843_334,3,3,3,Good text 9,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,PL3233,Fundamentals Of Mechanical Design,,1510,,,15,1,1510,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_1068,4,2,5,Good text 5,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,ME2121,Introduction to Computer Networks,,520,,,5,2,520,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_1068,5,2,5,Good text 1,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA2101,Darwin and Evolution,,520,,,5,2,520,15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_1068,3,5,4,Good text 2,,,,,,,,,,,,,,,,,,,,,,,,PL3239,Popular Culture in Singapore,,520,,,5,2,520,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_1068,1,4,3,Good text 8,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,ST1131,Calculus,,520,,,5,2,520,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_1068,3,2,3,Good text 7,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PL1101E,Electrical Engineering,,520,,,5,2,520,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_1068,5,4,4,Good text 6,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,DSC2006,Managerial Economics,,520,,,5,2,520,3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_1068,4,4,3,Good text 10,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,EC3102,Manufacturing Processes,,520,,,5,2,520,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,5,3,3,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,ME2113,Money and Banking I,,1120,,,11,2,1120,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,3,1,5,Good text 1,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CM3292,Global Economic Dimensions of Singapore,,1120,,,11,2,1120,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,4,1,5,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,SC1101E,Physics IE,,1120,,,11,2,1120,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,4,5,4,Good text 6,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,DSC2006,Managerial Economics,,1120,,,11,2,1120,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,1,1,3,Good text 2,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CS1020E,Constitutional & Administrative Law,,1120,,,11,2,1120,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,3,3,1,,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EE2009,Ecology and Environment,,1120,,,11,2,1120,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,4,5,4,Good text 4,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,SC1101E,Physics IE,,1120,,,11,2,1120,10592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883_452,2,4,3,Good text 6,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,GEK1006,Pro Bono Service,,1120,,,11,2,1120,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897_1301,1,1,3,Good text 6,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,LAB1201,Introduction to Japanese Studies,,520,,,5,2,520,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897_1301,3,4,2,Good text 9,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,CM1401,Business Analytics - Data & Decisions,,520,,,5,2,520,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897_1301,3,2,5,Good text 9,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,RE1103,Chinese Heritage: History and Literature,,520,,,5,2,520,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897_1301,1,2,3,Good text 13,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,DSC2003,Organic Chemistry 2,,520,,,5,2,520,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897_1301,3,4,3,Good text 11,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,USS2105,Surgery,,520,,,5,2,520,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897_1301,3,4,3,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CFG1001,Einstein's Universe & Quantum Weirdness,,520,,,5,2,520,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897_1301,5,1,5,Good text 13,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CN4121,Core Clinical Practice,,520,,,5,2,520,13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,3,4,5,Good text 12,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,MA1102R,Southeast Asia: A Changing Region,,820,,,8,2,820,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,1,3,1,Good text 1,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,CS1102C,Making of Modern Europe,,820,,,8,2,820,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,5,3,5,Good text 1,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,PC1432,Japanese 1,,820,,,8,2,820,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,5,3,3,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CS1010,Developmental Psychology,,820,,,8,2,820,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,3,2,4,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,LSM1104,Feedback Control Systems,,820,,,8,2,820,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,3,5,4,Good text 9,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,GEK1527,Legal Environment Of Business,,820,,,8,2,820,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,5,1,5,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EG1112,"Samurai, Geisha, Yakuza as Self or Other",,820,,,8,2,820,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910_391,3,4,2,Good text 9,,,,,,,,,,,,,,,,,,,,,,,,LC2004,Accounting Information Systems,,820,,,8,2,820,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,2,5,1,Good text 8,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1010,,,10,1,1010,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,1,3,2,Good text 10,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,SSD2210,Acute and Specialty Clinical Practice,,1010,,,10,1,1010,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,2,5,1,Good text 4,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1010,,,10,1,1010,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,4,4,1,,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GEK1520,Understand'g Uncertainty & Stats Think'g,,1010,,,10,1,1010,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,4,4,1,Good text 2,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,EE2012,Mathematical Analysis I,,1010,,,10,1,1010,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,3,4,4,Good text 9,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CM2111,Vacation Internship Programme,,1010,,,10,1,1010,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,3,2,1,Good text 13,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,LAJ2201,Managerial Accounting,,1010,,,10,1,1010,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933_369,2,5,1,Good text 13,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,CS1231,Nation-Building in Singapore,,1010,,,10,1,1010,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,2,2,2,Good text 8,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,EG1111,Structural Systems,,910,,,9,1,910,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,3,1,5,Good text 8,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CM1502,Living with Mathematics,,910,,,9,1,910,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,1,3,3,Good text 7,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,FIN2004,Singapore Society,,910,,,9,1,910,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,3,1,2,Good text 9,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CS3240,Introduction to Classical Mechanics,,910,,,9,1,910,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,3,2,4,Good text 11,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,BSP1005,Physics IIE,,910,,,9,1,910,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,4,3,1,Good text 10,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,PY1106,Qualitative Communication Research Methods,,910,,,9,1,910,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,3,3,3,Good text 1,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS1101C,Business Communication for Leaders (BBA),,910,,,9,1,910,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935_261,1,3,1,Good text 7,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,910,,,9,1,910,1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046_1312,4,1,1,Good text 13,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EE2020,Business Analytics - Models & Decisions,,1620,,,16,2,1620,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046_1312,5,2,3,Good text 13,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,CE2409,Electronics,,1620,,,16,2,1620,15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
