token,academic_career,term,class_nbr,module_code,course_title,class_group,module_credits,grading_basis,final_grade,earn_credit,requirement_designation,original_letter_grade,final_marks,grade_points,grade_points_per_unit
47561_245,UGRD,1140,1006,MA1102R,Southeast Asia: A Changing Region,LSL1,0,GRD,A-,Y,,A-,0,0,0
3151_246,NGRD,1110,1128,GEM2900,General and Physical Chemistry for Engineers,X1,0,NON,B,Y,,B,71.4,0,0
5286_247,UGRD,1120,1424,SE1101E,Asian Business Environments,L1,4,GRD,,,,,0,0,0
131_248,GRAD,1110,1663,CS2103,Chemical Engineering Thermodynamics,T2,4,NON,B+,Y,,B+,73.6,18,4.5
60389_249,UGRD,1430,1424,PC1322,"South Asia : People, Culture, Develop'm",L1,12,AUD,,,,,83,0,0
49482_250,UGRD,1600,1284,TG1422,Quantitative Physiology for Bioengineers,S1,4,CSU,,,,,83,0,0
16489_251,GRAD,1610,1483,BSP2001,Genes and Society,LX1,5,GRD,A-,Y,,A-,0,32,6.4
13427_252,UGRD,1520,1573,LSM1401,Data Structures and Algorithms I,S1,4,NON,,,,,61.6,0,0
1378_253,GRAD,1410,3142,GEK1542,Process Dynamics & Control,L1,0,GRD,A-,Y,,A-,0,8,0
1879_254,UGRD,620,1067,NM3224,Introduction to Biotransport,TA2,0,GRD,S,Y,,S,42,0,0
39632_255,UGRD,1140,1486,DSC2006,Managerial Economics,T1,4,NON,,,,,60.7,0,0
16901_256,UGRD,1120,1293,MA1506,Mathematics II,L1,4,GRD,A,Y,,A,80.6,0,0
18661_257,UGRD,710,1508,LSM1102,Discrete Structures,TW05,0,NON,,,,,0,3.5,0
49061_258,GRAD,920,1064,ST2131,Cell Biology,L1,4,GRD,A-,Y,,A-,0,0,0
1824_259,UGRD,810,1826,SE1101E,Asian Business Environments,L1,4,NON,IP,Y,,IP,85.2,0,0
56210_260,UGRD,820,1025,JS1101E,Software Engineering,T10,0,GRD,B-,Y,,B-,0,12,0
10935_261,UGRD,910,1378,EG1111,Structural Systems,TD2,4,GRD,,,,,0,0,0
59217_262,UGRD,1020,1125,TG1401,Mechanical Systems Design II,L1,12,NON,B+,Y,,B+,70,0,0
13201_263,NGRD,1410,1989,CL1101E,Separation Processes,E1,0,GRD,,,,,64,0,0
12367_264,UGRD,910,1256,PC1432,Japanese 1,L1,0,GRD,CS,Y,,CS,54.8,0,0
49996_265,GRAD,710,1050,NM2102,Construction Technology,L1,4,GRD,C+,Y,,C+,0,0,0
3293_266,UGRD,1610,1163,EC3304,Biological Psychology,LSL1,0,CSU,B,Y,,B,52.4,14,0
62321_267,UGRD,1720,1983,LAG2201,Accounting for Decision Makers,L1,5,GRD,B-,Y,,B-,0,0,0
26829_268,UGRD,810,1762,LAG1201,Public Speaking and Critical Reasoning,T11,0,NON,CS,Y,,CS,49.7,0,0
11136_269,UGRD,1630,1578,ES5001A,Reporting Statistics in the Media,LD3,0,GRD,,,,,0,0,0
38768_270,UGRD,1710,1032,DSC2008,Natural Heritage of Singapore,TE13,0,GRD,,,,,78.3,0,0
7086_271,UGRD,810,1467,BSP1005,Physics IIE,L1,3,GRD,A-,Y,,A-,0,14,4.66666667
9437_272,UGRD,710,1115,EE1002,Theory Of Urban Design & Planning,L1,2,GRD,,,,,79.3,18,9
47928_273,UGRD,1110,1869,ME3101,Linear Algebra II,L1,4,GRD,,,,,65,0,0
4833_274,UGRD,1310,12337,DSC2006,Managerial Economics,TE1,4,GRD,,,,,81.3,0,0
24335_275,UGRD,1220,1072,CS1010E,Principles of Marketing,B5,4,GRD,B,Y,,B,74.6,18,4.5
4089_276,UGRD,1510,1271,CE3121,Human Anatomy,L1,0,NON,A+,Y,,A+,66.4,0,0
13956_277,GRAD,1810,15558,MA1102R,Southeast Asia: A Changing Region,LX1,0,GRD,,,,,0,0,0
49117_278,UGRD,1620,2011,ES5002,Drugs and Society,L1,0,GRD,A+,Y,,A+,77.9,0,0
42103_279,GRAD,1710,1185,MA1102R,Southeast Asia: A Changing Region,D9,4,GRD,CS,Y,,CS,65,16,4
19651_280,UGRD,1710,7780,CE3115,Introduction To Biomaterials,L1,4,GRD,B+,Y,,B+,0,0,0
44980_281,UGRD,1310,1627,CH1101E,Management Science,L1,4,NON,B+,Y,,B+,57,0,0
18337_282,UGRD,1330,1620,ME2121,Introduction to Computer Networks,L1,5,NON,B,Y,,B,0,0,0
6953_283,GRAD,1610,1216,WR1401,Effective Communication for Health Professionals,SE02,4,NON,IP,Y,,IP,86.4,18,4.5
7053_284,UGRD,1310,1243,LAJ2201,Managerial Accounting,LSL1,0,NON,B,Y,,B,72,0,0
635_285,UGRD,1310,1078,GER1000,Programming Methodology,BF2,0,GRD,A,Y,,A,0,14,0
37368_286,GRAD,1320,1556,ES2331,Honours Project in Life Sciences,LSL1,4,NON,,,,,71.6,0,0
31552_287,UGRD,1020,10592,SC2218,Maternal and Child Health Nursing,SK1,0,NON,P,Y,,P,75.2,0,0
17974_288,UGRD,510,1665,NM2101,Public Writing and Communication,BB01,4,GRD,P,Y,,P,0,12,3
81_289,NGRD,1210,1228,EC1301,Financial Accounting,L1,0,GRD,C+,Y,,C+,0,0,0
28021_290,UGRD,1410,1849,LAJ2201,Managerial Accounting,L1,12,NON,A-,Y,,A-,0,0,0
33361_291,UGRD,1610,1123,GEK1900,World Religions,LB1,0,NON,B+,Y,,B+,0,8,0
39053_292,GRAD,910,1067,NUR1110,Computational Thinking,L1,5,GRD,B+,Y,,B+,0,0,0
12576_293,GRAD,1710,2868,AR2221,Tumour Biology,L1,4,CSU,B,Y,,B,70.7,16,4
54925_294,UGRD,920,1004,EC2102,Understanding the Universe,T2,0,NON,,,,,0,0,0
14620_295,UGRD,1210,1047,MA1505,Quantitative Reasoning,L1,0,GRD,S,Y,,S,0,16,0
43281_296,UGRD,1810,1666,EG2401,Principles of Economics,L1,0,GRD,B-,Y,,B-,0,0,0
46651_297,UGRD,820,4253,MKT1003,Management And Organisation,TW04,4,NON,A-,Y,,A-,87,12,3
7363_298,UGRD,1610,1348,EC3102,Manufacturing Processes,LD3,4,GRD,,,,,0,0,0
36892_299,UGRD,1700,1548,EC3303,Bahasa Indonesia 1,SB7,4,GRD,,,,,64.8,0,0
38806_300,UGRD,1530,8504,EG1109,Computer Organisation,L1,1,NON,,,,,68,12,12
15469_301,UGRD,720,1056,LAB1201,Introduction to Japanese Studies,L1,4,NON,,,,,0,0,0
5267_302,UGRD,1220,1261,SSA2202,Japanese 2,LSL1,4,NON,A,Y,,A,77.8,0,0
53718_303,UGRD,1320,1299,LC2009,Inorganic Chemistry 2,L1,4,GRD,B,Y,,B,79.5,6,1.5
16044_304,UGRD,1420,1464,EE2022,Research Methods,L1,0,NON,B+,Y,,B+,0,16,0
33580_305,GRAD,1810,1978,SE1101E,Asian Business Environments,LL1,0,NON,C,Y,,C,72,0,0
40030_306,UGRD,1320,1180,CM2142,Heat & Mass Transfer,L1,4,NON,B+,Y,,B+,0,20,5
28618_307,UGRD,920,1070,CS2100,The Evolution of a Global City-State,LSL1,4,SNU,B-,Y,,B-,0,0,0
38537_308,UGRD,1210,1704,MA1312,Project and Facilities Management Law,T4,0,GRD,,,,,0,14,0
20379_309,UGRD,1640,1002,ST3131,Chemical Kinetics & Reactor Design,L1,0,GRD,D+,Y,,D+,0,18,0
38873_310,UGRD,1810,1978,LSM3232,Exploring Science Communication through Popular Science,TW3,4,NON,B-,Y,,B-,77,12,3
2512_311,UGRD,1520,1739,PL3235,Quantitative Methods for Economic Analysis,L1,4,GRD,D+,Y,,D+,86,0,0
31860_312,UGRD,1010,1258,GEM2901,Heat Transfer,L1,0,GRD,B+,Y,,B+,0,0,0
48800_313,GRAD,810,2366,PL3242,Geotechnical Engineering,L1,4,GRD,B,Y,,B,86.7,0,0
32603_314,UGRD,1520,1026,CS1010E,Principles of Marketing,L1,4,NON,B-,Y,,B-,61.7,20,5
53310_315,GRAD,710,1697,PC1431,NUS Data Protection & PDPA Guidelines,L1,2,GRD,,,,,75,16,8
58473_316,UGRD,1720,1683,ME2135,Digital Fundamentals,L1,0,GRD,B,Y,,B,0,14,0
7030_317,UGRD,810,1034,CM1121,Database Systems,L1,0,GRD,B+,Y,,B+,0,10,0
49659_318,UMED,810,1045,EG2401,Principles of Economics,L1,0,GRD,B,Y,,B,0,0,0
35975_319,UGRD,910,1609,ST2334,Foundations for Econometrics,L1,0,NON,B-,Y,,B-,56,18,0
45261_320,UGRD,1220,4253,GE2204,Introduction to Circuits and Systems,LSL1,0,SNU,B+,Y,,B+,0,0,0
8073_321,UGRD,740,1053,CM1111,Design Project,L1,8,NON,B+,Y,,B+,0,20,2.5
57790_322,GRAD,1600,2016,CM1121,Database Systems,LSL1,5,GRD,,,C2,,87.6,20,4
33725_323,GRAD,1710,1114,EC1301,Financial Accounting,T1,4,GRD,A,Y,,A,74.9,0,0
55837_324,UGRD,1120,15556,CS3230,Real Estate Finance,TA1,0,NON,B+,Y,,B+,0,20,0
11099_325,UGRD,1110,3474,IE3110,Introduction to Signals and Communications,LV1,4,NON,,,,,0,0,0
26801_326,UGRD,1020,1834,CL1101E,Separation Processes,T2,0,GRD,,,,,60,16,0
14304_327,UGRD,1410,1380,JS1101E,Software Engineering,LSL1,0,GRD,,,,,65.5,0,0
12619_328,UGRD,1610,1261,CS3243,Dosage Form Design I,LSL1,0,SNU,B+,Y,,B+,74.9,32,0
14869_329,UGRD,820,1056,PX3108,Singapore Film: Performance of Identity,SB3,4,NCP,,,,,61.7,0,0
46342_330,UGRD,1510,1810,GEM2901,Heat Transfer,L1,0,NON,,,,,64.3,0,0
25023_331,UGRD,1520,1026,ST2334,Foundations for Econometrics,~DW1,0,GRD,,,,,0,16,0
43931_332,UGRD,710,1676,MA3252,GRADUATE SEMINARS,L1,4,GRD,A,Y,,A,0,0,0
4591_333,UGRD,1120,1663,IE2130,Quantitative Research Methods,L1,4,GRD,,,,,74,0,0
10843_334,UGRD,1510,1766,SE1101E,Asian Business Environments,T2,4,NON,CS,Y,,CS,71,5,1.25
54222_335,GRAD,1320,1298,CN3135,Simulation,LSL1,4,GRD,,,,,75.8,14,3.5
62136_336,UGRD,810,9957,ES2331,Honours Project in Life Sciences,SB1,4,NOT,,,,,61.5,0,0
17808_337,UGRD,800,15556,MD3140,Urban Land Use & Development,L1,0,GRD,,,,,75,0,0
17822_338,UGRD,1430,1181,GEK1006,Pro Bono Service,LSL1,0,GRD,,,,,0,18,0
48667_339,UGRD,1520,1103,CN2122,Chemical Engineering Principles,T1,8,GRD,,,,,0,0,0
9817_340,GRAD,1520,1788,SSA2209,B.Tech. Dissertation,TD1,0,GRD,,,,,0,20,0
21264_341,UGRD,710,1086,LC1006,Fundamentals of Nursing,L6,6,GRD,A,Y,,A,74,14,2.33333333
37825_342,UGRD,1620,1620,CS1010E,Principles of Marketing,L1,4,NON,B+,Y,,B+,90,0,0
45415_343,UGRD,1620,13784,LSM2103,Introduction to Politics,T1,0,NON,B,Y,,B,0,0,0
40433_344,UGRD,1420,1055,LSM2101,Statics And Mechanics Of Materials,L1,0,NON,S,Y,,S,80,0,0
35888_345,UGRD,1710,1047,FIN3103A,Pharmacology,TD1,4,GRD,,,,,61.4,18,4.5
380_346,GRAD,1410,1124,PC1431,NUS Data Protection & PDPA Guidelines,L1,0,GRD,A,Y,,A,77.1,12,0
50051_347,GRAD,820,1189,SC2204,Systems Design Project,L1,0,GRD,C+,Y,,C+,70,25,0
19939_348,GRAD,1340,1697,EC2104,Chemistry for Life Sciences,TE1,4,GRD,B,Y,,B,0,20,5
26279_349,UGRD,1120,1622,EG1109,Computer Organisation,L1,4,GRD,B-,Y,,B-,0,10,2.5
5483_350,UGRD,710,1453,PC1221,Regression Analysis,TW3,4,NON,A-,Y,,A-,0,14,3.5
38810_351,UGRD,1310,1449,EE2010,Transition Metal Chemistry,SA8,0,NON,IP,Y,,IP,71.5,0,0
24350_352,GRAD,1210,5729,EG1108,Linear Algebra I,L1,0,NON,B-,Y,,B-,0,14,0
46730_353,UGRD,1440,6155,MA1505,Quantitative Reasoning,LSL1,4,GRD,B,Y,,B,73.6,0,0
3642_354,UGRD,810,1906,CS2100,The Evolution of a Global City-State,TT5,4,SNU,,,,,82.2,20,5
54440_355,UGRD,520,1679,ACC2002,Introduction to Economic Analysis,L3,4,GRD,A-,Y,,A-,63.5,20,5
30891_356,GRAD,1110,1357,MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),L1,4,GRD,B,Y,,B,0,8,2
26086_357,UGRD,1420,2166,PC1222,Macroeconomic Analysis II,L1,0,NON,D,Y,,D,63.2,0,0
18656_358,UGRD,1520,1067,DP1001,Mathematics I,L1,4,GRD,A,Y,,A,0,6,1.5
18166_359,UGRD,1520,1264,LSM4243,Enterprise Systems Server-side Design and Development,BB01,0,GRD,,,,,75.7,16,0
28055_360,UGRD,1720,1211,PC1432,Japanese 1,L1,4,NON,,,,,0,18,4.5
46929_361,UGRD,1610,2961,PL3235,Quantitative Methods for Economic Analysis,L1,8,GRD,B+,Y,,B+,87.9,0,0
21439_362,GRAD,1620,1818,ST1131,Calculus,B1,4,GRD,C,Y,,C,72,18,4.5
16766_363,GRAD,920,1256,ME2134,Engineering Thermodynamics,L1,0,NON,B-,Y,,B-,79.6,0,0
15015_364,UGRD,1530,1017,MA1101R,Making Sense of Society,TA6,4,GRD,,,,,74.4,3,0.75
35890_365,GRAD,620,1521,GET1008,Contemporary Social Issues in Singapore,L3,20,GRD,B-,Y,,B-,55.1,16,0.8
35617_366,UGRD,1020,1454,LAG1201,Public Speaking and Critical Reasoning,E1,0,GRD,A-,Y,,A-,79.3,0,0
16254_367,UGRD,1010,1323,EE2011,Bachelor Of Engineering Dissertation,L1,0,GRD,S,Y,,S,50.2,16,0
21542_368,UGRD,830,15257,PL1101E,Electrical Engineering,L1,0,NON,,,,,85.8,0,0
10933_369,UGRD,1010,1032,PC1431,NUS Data Protection & PDPA Guidelines,LSL1,0,NON,B+,Y,,B+,0,0,0
15203_370,UGRD,720,1228,ME2113,Money and Banking I,#SL1,0,GRD,C+,Y,,C+,0,20,0
38184_371,UGRD,710,1018,DSC2006,Managerial Economics,L1,8,GRD,,,,,0,0,0
27460_372,UGRD,1610,1047,SE1101E,Asian Business Environments,L1,0,GRD,,,,,0,10,0
3139_373,UGRD,1420,1070,ME2121,Introduction to Computer Networks,BSB1,4,SNU,A-,Y,,A-,0,0,0
2735_374,GRAD,1140,15553,NCC1001,Social Work: A Heart-Head-Hand Connection,L1,4,GRD,,,,,92,0,0
37777_375,UGRD,1510,1092,EE2004,Experiments in Chemistry 1,L1,4,NON,,,,,0,22.5,5.625
37210_376,UGRD,910,1285,BN2201,Introduction to International Relations,TT06,4,GRD,,,,,62.2,16,4
41401_377,UGRD,1510,1455,PF1104,History & Theory Of Western Architecture,T2AB,0,NON,,,,,0,16,0
24852_378,UGRD,1610,8303,ME2113,Money and Banking I,L1,0,NON,A-,Y,,A-,0,20,0
41232_379,UGRD,1610,5189,GES1010,REAL ESTATE PRACTICE AND ETHICS,L1,4,GRD,C+,Y,,C+,73.8,0,0
10636_380,UGRD,1210,15556,CM1502,Living with Mathematics,L1,4,GRD,B-,Y,,B-,0,20,5
3147_381,GRAD,820,1080,NM2201,Korean 1,L1,4,NON,C+,Y,,C+,63.6,12,3
38786_382,UGRD,1020,1033,EC1101E,Changing Landscapes of Singapore,LSL1,8,GRD,,,,,58.3,0,0
14355_383,UGRD,1200,1718,LSM2103,Introduction to Politics,B4,5,NON,B-,Y,,B-,0,16,3.2
50409_384,UGRD,1610,15258,SC2101,Immunology,TT04,0,CSU,CS,Y,,CS,0,14,0
29599_385,UGRD,1210,1173,MA1101R,Making Sense of Society,L1,4,NON,A,Y,,A,77.5,10,2.5
41808_386,NGRD,1720,2016,BSP2001,Genes and Society,TE1,4,NON,,,,,60,0,0
57814_387,UGRD,1520,1439,PL3232,Programming for Computer Interfaces,L2,4,CSU,B+,Y,,B+,86.6,0,0
26329_388,UGRD,1720,1373,AR1221,Combinatorics and Graphs I,L1,0,NON,B-,Y,,B-,68.6,8,0
794_389,UGRD,610,1578,CS2103,Chemical Engineering Thermodynamics,BSB2,0,GRD,B-,Y,,B-,0,12,0
45399_390,UGRD,1710,1132,PL3233,Fundamentals Of Mechanical Design,E1,4,SNU,B+,Y,,B+,62.9,16,4
10910_391,GRAD,820,1891,MA1102R,Southeast Asia: A Changing Region,TST1,0,GRD,A-,Y,,A-,71.2,6,0
362_392,UGRD,1400,1250,ST2334,Foundations for Econometrics,T1,4,GRD,S,Y,,S,0,0,0
20274_393,UGRD,1520,1305,SC2214,GRADUATE RESEARCH SEMINAR,L1,4,NON,B-,Y,,B-,81.1,16,4
55421_394,UGRD,1220,1018,GET1029,Stochastic Processes I,L1,0,GRD,,,,,0,18,0
18497_395,GRAD,1220,1012,USS2105,Surgery,L1,4,NON,B-,Y,,B-,0,0,0
46630_396,UGRD,720,1997,SW1101E,Macro And International Economics,L1,4,NON,A-,Y,,A-,76.9,14,3.5
5117_397,UGRD,1220,1295,GEQ1000,Operations Management,L1,4,NON,B+,Y,,B+,81.1,0,0
16905_398,UGRD,1130,3142,GEK1012,Environmental Science for Building,LSL1,4,NON,B+,Y,,B+,71.9,0,0
28000_399,UGRD,610,1437,NUR3113,Economy of Modern China I,D10,2,GRD,,,,,62,18,9
47458_400,GRAD,420,1281,WR1401,Effective Communication for Health Professionals,T1,4,GRD,B+,Y,,B+,66.9,14,3.5
888_401,GRAD,1220,1810,GE2218,Architectural Construction,TT02,4,NON,,,,,49.3,20,5
35201_402,UGRD,1540,4852,SC1101E,Physics IE,TE5,0,NON,S,Y,,S,0,0,0
27010_403,UGRD,520,2016,IE3110,Introduction to Signals and Communications,TT01,1,GRD,,,,,57.2,0,0
34877_404,UGRD,1520,1104,GEK1900,World Religions,L1,0,SNU,S,Y,,S,64.6,0,0
32692_405,GRAD,1410,1294,SSA2202,Japanese 2,SB1,4,SNU,CS,Y,,CS,62.6,20,5
19511_406,UGRD,1640,6155,CE2112,Sociology of Family,L1,4,NON,S,Y,,S,0,0,0
46091_407,GRAD,1530,7239,SSA2204,Fundamentals of Biochemistry,L9,4,NON,,,,,0,12,3
49161_408,UGRD,920,1017,EE2020,Business Analytics - Models & Decisions,SE3,4,NON,B,Y,,B,0,16,4
3823_409,GRAD,1010,1571,ES1102,"Life, the Universe, and Everything",TW12,0,NON,A-,Y,,A-,0,40,0
41820_410,UGRD,1810,1899,CN4122,Industrial Organisation I,L1,0,NON,C+,Y,,C+,70.5,0,0
24446_411,NGRD,1220,2565,SC1101E,Physics IE,B2,0,GRD,,,,,0,12,0
14343_412,UGRD,1410,1037,MKT1003X,Biochemistry of Biomolecules,L1,1,GRD,,,,,0,20,20
52783_413,GRAD,1120,1186,ES5001A,Reporting Statistics in the Media,L1,0,GRD,IP,Y,,IP,66,0,0
49439_414,GRAD,420,6155,ES2002,Fluid Mechanics I,TE2,4,NON,,,,,0,0,0
10150_415,UGRD,630,1663,LAT1201,Investment Analysis and Portfolio Management,L1,5,GRD,,,,,0,20,4
438_416,UGRD,1420,1241,SC1101E,Physics IE,P1,0,SNU,,,,,0,12,0
57217_417,UGRD,1740,15558,PC1431,NUS Data Protection & PDPA Guidelines,TDO7,4,NON,,,,,0,0,0
25212_418,UGRD,1740,1114,CN1111,Physical Chemistry 1,S1,4,GRD,,,,,66,0,0
46072_419,UGRD,1010,1149,SN1101E,Government and Politics of Singapore,L1,0,NCP,A,Y,,A,50.6,18,0
986_420,GRAD,1220,8504,CS1010E,Principles of Marketing,E1,4,GRD,,,,,0,0,0
43142_421,GRAD,1610,1135,GE2218,Architectural Construction,L2,4,GRD,D,Y,,D,41.5,0,0
49431_422,UGRD,1420,1022,NM1101E,Asking Questions,L1,0,GRD,,,,,62.4,0,0
39421_423,UGRD,920,1046,CS1010,Developmental Psychology,L1,4,GRD,,,,,58.8,16,4
41354_424,GRAD,1620,1699,PR4104,Dynamics of Interpersonal Effectiveness,L1,2,GRD,B,Y,,B,48.6,20,10
16536_425,UGRD,810,1142,DP1001,Mathematics I,E1,0,GRD,,,,,70.2,0,0
46780_426,GRAD,820,15258,EC1301,Financial Accounting,T1,4,GRD,CS,Y,,CS,0,18,4.5
61259_427,UGRD,1610,1448,ME3102,Honours Thesis,L1,4,GRD,B,Y,,B,0,0,0
35784_428,UGRD,1120,1035,LAG1201,Public Speaking and Critical Reasoning,L1,4,GRD,,,,,0,30,7.5
38290_429,GRAD,620,1021,NM2219,Devices and Circuits,L1,4,NON,,,,,0,0,0
19069_430,UGRD,1310,1556,LAK1201,Engineering Mathematics I,L6,0,GRD,,,,,66.6,20,0
25325_431,UGRD,1420,15557,GEK1505,Introductory Materials Science And Engineering,L1,4,NON,C+,Y,,C+,67.9,0,0
36637_432,UGRD,910,1275,SSA2202,Japanese 2,L1,0,SNU,B-,Y,,B-,73.4,0,0
60058_433,GRAD,1420,1997,AR2223,Anatomy,S1,3,GRD,WU,N,,WU,0,9,3
16094_434,UGRD,1610,1271,GET1031A,Physiology 1,TW10,4,GRD,,,,,78.9,40,10
36588_435,UGRD,1110,1047,CM1501,Critical Thinking And Writing,L1,8,NON,C,Y,,C,0,14,1.75
56310_436,UGRD,920,1711,ME3112,Public Health in Action,E1,0,CSU,,,,,0,0,0
51398_437,UGRD,1320,1483,HR2002,HeadStart Module (A Career Development Programme),LL1,2,NON,,,,,77.4,0,0
58018_438,GRAD,1610,1218,GE1101E,General Physiology,T3,8,NON,B,Y,,B,73.5,0,0
56211_439,UGRD,1120,15553,SSS1207,Physics in the Life Sciences,LSL1,0,GRD,,,,,0,20,0
54275_440,NGRD,1020,1075,ACC1002,B.Eng. Dissertation,T4,0,SUP,,,,,0,18,0
12223_441,UGRD,1520,1243,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,LSL1,0,GRD,A+,Y,,A+,67.6,0,0
40062_442,GRAD,520,1750,ES1102,"Life, the Universe, and Everything",L1,8,NON,,,,,70.4,14,1.75
48624_443,UGRD,810,1912,GEM2900,General and Physical Chemistry for Engineers,LSL1,4,GRD,A-,Y,,A-,0,12,3
51460_444,UGRD,1410,12838,TG3001,Engineering Principles and Practice I,L1,1,GRD,,,,,0,0,0
29079_445,UGRD,1110,2014,IE2110,Personality & Individual Differences,D1,4,NON,,,,,76.7,0,0
14487_446,UGRD,1520,2062,FIN2004,Singapore Society,T1,4,GRD,,,,,0,0,0
50656_447,UGRD,1110,1130,EC2104,Chemistry for Life Sciences,L1,4,GRD,B-,Y,,B-,57.1,0,0
23867_448,UGRD,1120,1593,PS1101E,StepUp Module (A Career Development Programme),T6,0,GRD,B,Y,,B,78.1,16,0
21032_449,UGRD,720,1360,BSP2005,Introduction to Statistics,L1,3,NON,CS,Y,,CS,0,0,0
20712_450,UGRD,510,3960,BFS1001,Methods of Social Research,B1,4,GRD,A-,Y,,A-,71.5,0,0
49610_451,GRAD,1020,2064,GEK1527,Legal Environment Of Business,TD11,1,GRD,S,Y,,S,0,0,0
10883_452,UGRD,1120,1002,ME2113,Money and Banking I,LSL2,4,GRD,B+,Y,,B+,77.6,0,0
7628_453,UGRD,920,1088,PL3236,French 1,L1,4,GRD,,,,,0,14,3.5
17112_454,UGRD,1640,1095,PC1432,Japanese 1,LL1,4,NON,,,,,0,0,0
44962_455,GRAD,1520,1467,ME2113,Money and Banking I,TST1,0,NON,A-,Y,,A-,71,0,0
1556_456,GRAD,1510,1704,ME2114,Law Of Torts,L1,2,GRD,B+,Y,,B+,0,0,0
58129_457,UGRD,510,1592,ME3162,Data Structures and Algorithms,L1,0,GRD,B-,Y,,B-,51.6,0,0
53484_458,UGRD,630,1439,GEM2900,General and Physical Chemistry for Engineers,L1,0,GRD,B,Y,,B,0,0,0
43577_459,GRAD,910,1910,CFG1010,Engineering Professionalism,BSB2,0,GRD,B,Y,,B,78.2,0,0
23177_460,UGRD,1010,1003,LAJ1201,DOCTORAL SEMINARS,L1,4,NCP,,,,,0,16,4
41094_461,UGRD,910,1699,LAB1201,Introduction to Japanese Studies,TW3,0,GRD,,,,,65,0,0
59590_462,GRAD,1110,1547,DP1001,Mathematics I,L1,8,GRD,A-,Y,,A-,60,0,0
32376_463,UGRD,1210,4321,CN4118R,Power Electronics,L1,0,NON,B+,Y,,B+,82.2,10,0
54917_464,GRAD,710,1522,PL1101E,Electrical Engineering,L1,4,GRD,,,,,74.6,14,3.5
16410_465,UGRD,1210,15553,HR2002,HeadStart Module (A Career Development Programme),L1,0,GRD,,,,,0,10,0
46384_466,UGRD,820,15558,PL3241,Consumer Behaviour,S1,4,NON,B-,Y,C1,B-,69,0,0
21719_467,UGRD,1510,1064,IT1004,Research Methodology,SA3,0,NON,B,Y,,B,78,0,0
12688_468,UGRD,1510,1027,EC3101,Statistics for Life Sciences,TE6,6,GRD,,,,,0,14,2.33333333
4141_469,GRAD,1610,1039,EC3341,Korean 2,LALL,0,NON,B,Y,,B,0,0,0
1469_470,GRAD,1010,1668,MA2101,Darwin and Evolution,T4,4,GRD,A-,Y,,A-,0,0,0
57611_471,UGRD,320,1275,LSM2103,Introduction to Politics,T5,2,GRD,,,,,59.5,0,0
6283_472,UGRD,720,1298,CN4118R,Power Electronics,SG01,0,NON,,,,,61.2,20,0
47587_473,UGRD,1010,1987,LAK1201,Engineering Mathematics I,~DE1,0,GRD,B-,Y,,B-,0,10,0
1508_474,UGRD,1700,1398,MA2101,Darwin and Evolution,LSL1,4,NON,,,,,70.8,0,0
46689_475,GRAD,920,1043,CN2121,Inorganic Chemistry 1,L1,4,GRD,B+,Y,,B+,47.7,14,3.5
47172_476,UGRD,1210,1449,MA1101R,Making Sense of Society,LSL1,4,NON,,,,,0,20,5
33432_477,GRAD,1210,1072,NM2201,Korean 1,T3,4,NON,,,,,78,0,0
25800_478,UGRD,1710,1665,ME2135,Digital Fundamentals,T9,0,SNU,,,,,0,0,0
30355_479,NGRD,1210,1254,PC1322,"South Asia : People, Culture, Develop'm",LSL1,4,NON,A-,Y,,A-,74,14,3.5
16318_480,GRAD,920,15559,MA1102R,Southeast Asia: A Changing Region,TW09,4,NON,,,,,0,4,1
56511_481,UGRD,1810,1037,CS1101C,Business Communication for Leaders (BBA),LSL1,2,GRD,B+,Y,,B+,60.5,0,0
15407_482,UGRD,1800,15555,LC2009,Inorganic Chemistry 2,L1,6,GRD,,,,,82,14,2.33333333
10019_483,UGRD,1140,1216,CG2271,Evidence (A),TW03,0,GRD,B,Y,,B,0,0,0
16494_484,UGRD,1730,1156,MA1100,Leadership and Ethics,T1,4,NON,A-,Y,,A-,78.5,18,4.5
36055_485,UGRD,620,1061,ACC1701,Entrepreneurial Marketing,L1,0,NON,A-,Y,,A-,0,0,0
4170_486,GRAD,710,8303,LSM1102,Discrete Structures,L1,4,CSU,B-,Y,,B-,0,0,0
17508_487,UGRD,1010,1449,SSA1201,Macroeconomic Analysis I,LSL1,4,GRD,B,Y,,B,0,20,5
36320_488,GRAD,1810,7780,EC1301,Financial Accounting,P1,5,GRD,B-,Y,,B-,0,20,4
54831_489,GRAD,1420,1249,EG5911,Electrical Energy Systems,~DO4,4,NON,,,,,91,0,0
35097_490,UGRD,1520,1341,EE2024,Reason and Persuasion,TT10,0,GRD,CS,Y,,CS,80.8,0,0
42681_491,GRAD,820,6155,BSP1005,Physics IIE,TD1,0,NON,C+,Y,,C+,54,0,0
38441_492,UGRD,820,1093,LC3001A,Global Issues,TT5,0,GRD,A+,Y,,A+,0,0,0
59139_493,GRAD,1610,1255,CM1401,Business Analytics - Data & Decisions,L1,4,GRD,A-,Y,,A-,0,0,0
25193_494,UGRD,1310,7328,CL1101E,Separation Processes,T10,4,SNU,A,Y,,A,68,0,0
